ID,INSTRUCTION,INPUT,OUTPUT
5774,,,"def fixTypos(text): 
    words = text.split()
    for i in range(len(words)):
        words[i] = spellCheck(words[i])
    return ' '.join(words)
  
def spellCheck(word):
    dictionary = [""Hello"", ""Goodbye"", ""World""]
    minDistance = len(word)
    result = word
    for item in dictionary:
        if distance(word, item) < minDistance:
            minDistance = distance(word, item)
            result = item
    return result
    
def distance(a, b):
    len_a = len(a)
    len_b = len(b)
    if len_a > len_b: 
        a, b = b, a
        len_a, len_b = len_b, len_a
  
    current_row = range(len_a + 1) 
    for i in range(1, len_b + 1): 
        previous_row, current_row = current_row, [i] + [0] * len_a 
        for j in range(1, len_a + 1): 
            add, delete, change = previous_row[j] + 1, current_row[j - 1] + 1, previous_row[j - 1] 
            if a[j - 1] != b[i - 1]: 
                change += 1
            current_row[j] = min(add, delete, change) 
      
    return current_row[len_a]"
5775,,,2210
5778,,,"def generate_fibonacci_sequence(n): 
    a = 0 
    b = 1
    if n < 0: 
        print(""Incorrect input"") 
    elif n == 0: 
        return a 
    elif n == 1: 
        return b 
    else: 
        for i in range(2,n): 
            c = a + b 
            a = b 
            b = c 
        return b 
  
# Driver Program 
  
print(generate_fibonacci_sequence(9))"
5799,,,2
5801,,,2
5804,,,2
5812,,,3.5
5845,,,"def sum_two_numbers(num1, num2):
    summation = num1 + num2
    return summation"
5854,,,"//input: array of numbers

//output: smallest number in array

min_num = null

for each number in array:
    if min_num is null
        min_num = number
    else if number < min_num
        min_num = number

return min_num;"
5875,,5x + 7 = 57,x = (57 - 7) / 5 = 10
5885,,,"def print_list_reversed(lst):
    for i in range(len(lst)-1, -1, -1):
        print(lst[i])

print_list_reversed([1,2,3,4,5])

# Output: 5 4 3 2 1"
5899,,,"import React from 'react';
 
const MyComponent = () => {
 return ( 
   <div>
     <h1>My Component</h1>
     <p>Content goes here.</p>
   </div>
 )
};
 
export default MyComponent;"
5900,,,30
5907,,,"def get_anagrams(str):
    """"""
    Function to return all anagrams of the given string
    
    Parameters:
    str: string to be anagrammed 
    
    Returns: 
    anagrams: a list of strings that are anagrams of the given string
    """"""
    if not str:
        return []
    
    anagrams = []
    letters = list(str)
    comb = itertools.permutations(letters, len(letters))
    
    for t in comb:
        anagram = ''.join(t)
        if anagram != str:
            anagrams.append(anagram)
    
    return anagrams"
5929,,"[1, 2, 3, 2, 4, 5, 6, 7, 1, 4]","const uniqueArray = arr => { 
  const seen = {}; 
  const output = []; 
  
  for (let i = 0; i < arr.length; i++) { 
    if (!seen[arr[i]]) { 
      seen[arr[i]] = true; 
      output.push(arr[i]); 
    } 
  } 
  return output; 
} 

console.log (uniqueArray([1, 2, 3, 2, 4, 5, 6, 7, 1, 4])); 
// Output: [1, 2, 3, 4, 5, 6, 7]"
5935,,,"def two_words(string_list): 
  result = [] 
  for s in string_list: 
    if len(s.split()) >= 2: 
      result.append(s) 
  return result 

string_list = [""one"",""two"",""three"",""four""]

print(two_words(string_list))
# Output: [""two"", ""three"", ""four""]"
6003,,"[5, 2, 9, 7, 4, 1]","function sortAscending(arr) { 
    return arr.sort((a, b) => a-b); 
};"
6012,,57,
6014,,3 + 2 x 5,17
6117,,,0
6124,,,"def bubbleSort(arr): 
    n = len(arr) 

    # Traverse through all array elements 
    for i in range(n): 

        # Last i elements are already in place 
        for j in range(0, n-i-1): 

            # traverse the array from 0 to n-i-1 
            # Swap if the element found is greater 
            # than the next element 
            if arr[j] > arr[j+1] : 
                arr[j], arr[j+1] = arr[j+1], arr[j] 

# Driver code to test above 
arr = [64, 34, 25, 12, 22, 11, 90] 

bubbleSort(arr) 

print (""Sorted array is:"") 
for i in range(len(arr)): 
    print (""%d"" %arr[i]),"
6127,,,10
6130,,,"def facialRecognition(img): 
    # Perform face detection 
    faces = detectFaces(img) 

    # For each face in the image
    for face in faces: 
        # Extract facial features
        features = extractFeatures(face)

        # Compare facial features to a database of known facial features
        matches = compareFeatures(features)

        # Identify the closest matching face
        identifiedFace = identify(matches)

        # Return the identified face
        return identifiedFace"
6149,,"C, E, G",
6150,,"3, 6, 9, 12, 15, 18, 21, 24, 27","[
  [3, 6, 9], 
  [12, 15, 18], 
  [21, 24, 27]
]"
6152,,4x + 5y - 6z,4x - 6z + 5y
6154,,,"111, 222, 333, 444, 555, 666, 777, 888, 999"
6171,,,"I. Introduction
    A. Definition of Social Media
    B. Definition of Mental Health
    C. Overview of Social Media & Mental Health
II. Impact of Social Media on Mental Health
    A. Increased Stress and Anxiety 
    B. Too Much Time Engaging on Social Media
    C. Comparison to Traditional Socialization
III. Strategies to Manage Social Media and Mental Health
    A. Setting Boundaries
    B. Writing Down Responses
    C. Engaging in Positive Social Media Outlets
IV. Conclusion
    A. Summary of Social Media & Mental Health
    B. Suggestions for Further Research"
6225,,,"<table>
  <tr>
    <th>Column 1</th>
    <th>Column 2</th>
    <th>Column 3</th>
    <th>Column 4</th>
    <th>Column 5</th>
  </tr>
  <tr>
    <td>Row 1</td>
    <td>Row 1</td>
    <td>Row 1</td>
    <td>Row 1</td>
    <td>Row 1</td>
  </tr>
  <tr>
    <td>Row 2</td>
    <td>Row 2</td>
    <td>Row 2</td>
    <td>Row 2</td>
    <td>Row 2</td>
  </tr>
  <tr>
    <td>Row 3</td>
    <td>Row 3</td>
    <td>Row 3</td>
    <td>Row 3</td>
    <td>Row 3</td>
  </tr>
  <tr>
    <td>Row 4</td>
    <td>Row 4</td>
    <td>Row 4</td>
    <td>Row 4</td>
    <td>Row 4</td>
  </tr>
  <tr>
    <td>Row 5</td>
    <td>Row 5</td>
    <td>Row 5</td>
    <td>Row 5</td>
    <td>Row 5</td>
  </tr>
  <tr>
    <td>Row 6</td>
    <td>Row 6</td>
    <td>Row 6</td>
    <td>Row 6</td>
    <td>Row 6</td>
  </tr>
  <tr>
    <td>Row 7</td>
    <td>Row 7</td>
    <td>Row 7</td>
    <td>Row 7</td>
    <td>Row 7</td>
  </tr>
</table>"
6238,,,"[2,3,5,8,9]"
6241,,,2
6253,,,6.33
6290,,"Code:
for i in range(4):
    print(""The number is "" + i)

Output:
The number is 0
The number is 1
The number is 2
The number is 3","for i in range(4):
    print(""The number is "" + str(i))

Output:
The number is 0
The number is 1
The number is 2
The number is 3"
6292,,"Program:
def calculate_sum(numbers):
    sum = 0
    for n in numbers:
        sum = n + n
    return sum

print(calculate_sum([1, 2, 3]))

Expected output: 6",
6317,,,81
6341,,60,"2, 2, 3, 5"
6342,,"[3, 6, 4, 7, 8, 10, 0, 9]",3
6355,,,"2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100"
6372,,,578
6395,,,"[5, 73, 19, 65, 34, 87, 46, 11, 66, 96]"
6402,,1,1001
6416,,9838,
6419,,,0.2763
6420,,,101011000
6427,,"def calculate_data(a, b, c):
    result = []
    for i in range(b):
        result.append(a + c[i])
    return result",
6428,,"def checkData(data):
    if data[0] == ""A"" and 
        data[1] == ""B"" and 
        data[2] == ""C"":
        return True
    else:
        return False",
6450,,,"""""""
Calculate the area of a triangle given 3 sides
""""""

def area_triangle(a, b, c): 
    # calculate the semi-perimeter 
    s = (a + b + c) / 2
  
    # calculate the area 
    area = (s * (s-a) * (s-b) * (s-c)) ** 0.5
    return area 
  
# Driver Code 
# a, b, c are lengths of the sides of triangle
a = 4
b = 5
c = 6
print(""Area of triangle is : %.2f"" % area_triangle(a, b, c))"
6459,,,"#include<stdio.h>
 
int main()
{
   int i, n1 = 0, n2 = 1, n3;
 
   printf(""The first 10 terms of the Fibonacci sequence are:\n"");
   printf(""%d\n%d\n"", n1, n2);
 
   for (i = 3; i <= 10; ++i) 
   {
      n3 = n1 + n2;
      printf(""%d\n"", n3);
      n1 = n2;
      n2 = n3;
   }
   return 0;
}"
6463,,,"#include<stdio.h>
#include <string.h>
 
int main() 
{
    char data[][10] = {""puppy"",""dog"",""kitten"",""cat"",""puppy"",""dog"",""fish"",""cat""};
    int puppy_count = 0;
    int dog_count = 0;
    int kitten_count = 0;
    int cat_count = 0;
    int fish_count = 0;
    int i;
    int size = sizeof(data)/10;
 
    for(i=0;i<size;i++)
    {
        if(strcmp(data[i],""puppy"")==0)
            puppy_count++;
        if(strcmp(data[i],""dog"")==0)
            dog_count++;
        if(strcmp(data[i],""kitten"")==0)
            kitten_count++;
        if(strcmp(data[i],""cat"")==0)
            cat_count++;
        if(strcmp(data[i],""fish"")==0)
            fish_count++;
    }
    printf(""puppy count is %d\ndog count is %d\nkitten count is %d\ncat count is %d\nfish count is %d\n"",
    puppy_count, dog_count, kitten_count, cat_count, fish_count);
 
    return 0;
  }"
6472,,"def append_to_list(lst, element):
    lst.append(element)
    return lst",
6474,,,"def board_played (board):
    for i in range (3):
        for j in range (3):
            if board[i][j] != 'X' and board[i][j] != 'O':
                return False

# Function to perform the basic AI operations to play tic-tac-toe
def play_tic_tac_toe (board):
    # Check if board is full or not 
    if board_played (board) == False : 
        # Generate random position
        row = random.randint (0,3) 
        col = random.randint (0,3) 
        
        # Check the safe position 
        if (board[row][col] != 'X' and board[row][col] != 'O'): 
            board[row][col] = 'O'
        else: 
            # Call function again 
            play_tic_tac_toe (board)
    else: 
        print (""Board Played"")"
6476,,,"def hex_to_decimal(num):
    decimal = 0
    for i in range(len(num)):
        if num[i] == 'A':
            decimal += 10 * (16 ** (len(num)-i-1))
        elif num[i] == 'B':
            decimal += 11 * (16 ** (len(num)-i-1))
        elif num[i] == 'C':
            decimal += 12 * (16 ** (len(num)-i-1))
        elif num[i] == 'D':
            decimal += 13 * (16 ** (len(num)-i-1))
        elif num[i] == 'E':
            decimal += 14 * (16 ** (len(num)-i-1))
        elif num[i] == 'F':
            decimal += 15 * (16 ** (len(num)-i-1))
        else:
            decimal += int(num[i]) * (16 ** (len(num)-i-1))
    return decimal"
6477,,,"class ItemCatalog:
    def __init__(self, name, price, description, category, quantity):
        self.name = name
        self.price = price
        self.description = description
        self.category = category
        self.quantity = quantity
    
    def update_item(self, name, price, description):
        self.name = name
        self.price = price
        self.description = description
    
    def update_quantity(self, quantity):
        self.quantity = quantity
    
    def get_item_info(self):
        return (self.name, self.price, self.description, self.category, self.quantity)"
6478,,,"def findTheFirstRepeatingCharacter(str): 
    char_hash = {} 
    for i in range(len(str)): 
        if str[i] in char_hash: 
            return str[i]   
        else: 
            char_hash[str[i]] = i  
    return 'No Repeating Character Found'"
6496,,,9
6497,,"45, 67",
6505,,"4, 6, 10, 16","10, 16"
6510,,,0.9381531715393066
6520,,"1, 4, 7, 10","1, 4, 7, 10, 13"
6532,,"[-9, 0, 5, 12, 19]",
6564,,,216.33333333333337
6596,,2x + 3y = 15,
6639,,"2, 3, 5, 8",
6658,,,"def convert_roman_to_integer(roman):
    rom_val = {'I': 1, 'V': 5, 'X': 10, 'L': 50, 'C': 100, 'D': 500, 'M': 1000}
 
    int_val = 0
    for i in range(len(roman)):
        if i > 0 and rom_val[roman[i]] > rom_val[roman[i - 1]]:
            int_val += rom_val[roman[i]] - 2 * rom_val[roman[i - 1]]
        else:
            int_val += rom_val[roman[i]]

    return int_val"
6659,,"2, 6, 14, 30","62 (2+4=6, 6+8=14, 14+16=30, 30+32=62)"
6663,,"def salutation(name):
    if name == 'bob':
        salutation = 'Hello'
    else:
        salutation = 'Good bye'
        print(saluation)","There is a bug in the code in line 5. The variable ""salutation"" has been misspelled as ""saluation"" and the function has no return statement, so it won't return the ""salutation"" variable.

To fix this, the variable should be spelled correctly (i.e., ""salutation""), and a return statement should be added to the function so that it returns the ""salutation"" variable. The code should then look like this:

def salutation(name):
    if name == 'bob':
        salutation = 'Hello'
    else:
        salutation = 'Good bye'
    print(salutation)
    return salutation"
6712,,"5, 8, 10, 11",11
6714,,3/4 + 2/3,17/12
6717,,"H, O, C, N",
6755,,,"<form>
    <h2>User Feedback Survey</h2>
    <p>Please answer the following questions about your experience with our product. Your feedback will help us improve our services for future users.</p>
    
    <label for=""overallRating"">Overall Rating</label>
    <select name=""overallRating"">
        <option>1 - Poor</option>
        <option>2 - Fair</option>
        <option>3 - Good</option>
        <option>4 - Very Good</option>
        <option>5 - Excellent</option>
    </select>

    <label for=""easeOfUse"">Ease of Use</label>
    <select name=""easeOfUse"">
        <option>1 - Poor</option>
        <option>2 - Fair</option>
        <option>3 - Good</option>
        <option>4 - Very Good</option>
        <option>5 - Excellent</option>
    </select>

    <label for=""features"">Features</label>
    <select name=""features"">
        <option>1 - Poor</option>
        <option>2 - Fair</option>
        <option>3 - Good</option>
        <option>4 - Very Good</option>
        <option>5 - Excellent</option>
    </select>

    <label for=""valueForMoney"">Value for Money</label>
    <select name=""valueForMoney"">
        <option>1 - Poor</option>
        <option>2 - Fair</option>
        <option>3 - Good</option>
        <option>4 - Very Good</option>
        <option>5 - Excellent</option>
    </select>

    <label for=""comments"">Comments</label><br>
    <textarea name=""comments"" rows=""5"" cols=""70""></textarea>

    <input type=""submit"" value=""Submit"">

</form>"
6772,,,"function binary_search(arr, l, r, x) 
{ 
    if (￼r >= l) { 
        var mid = l + (r - l) / 2; 
  
        // If the element is present 
        // at the middle   
        if (arr[mid] == x)  
            return mid; 
  
        // If element is smaller 
        // than mid, then 
        // it can only be present 
        // in left sub array 
        if (arr[mid] > x)  
            return binary_search(arr, l, mid - 1, x); 
  
        // Else the element can 
        // only be present 
        // in right sub array 
        return binary_search(arr, mid + 1, r, x); 
    } 
  
    // We reach here when  
    // element is not present 
    // in array 
    return -1; 
}"
6789,,,"[1, 2, 3, 4, 5]"
