ID,PT,tokens_est_instance,tokens_est_id
4959ins,Reescreva a frase na primeira pessoa.,14,3
4960ins,"Crie uma frase com a palavra \""Onipresente\"".",18,3
4961ins,Reescreva a frase para que ela contenha uma metáfora apropriada.,25,3
4962ins,"Gere uma história de 5 frases, dada a seguinte premissa:",23,3
4963ins,Resuma o texto em 50 palavras. A saída deve conter apenas uma frase.,27,3
4964ins,Gere 3 perguntas exclusivas sobre um determinado tópico.,19,3
4965ins,Classifique as seguintes palavras em ordem alfabética e exiba a lista ordenada.,28,3
4966ins,"Dada uma lista de palavras, remova palavras duplicadas e exiba a lista com palavras únicas.",34,3
4967ins,"Identifique se a seguinte frase é formal ou informal. Produza \""formal\"" ou \""informal\"".",31,3
4978ins,"Pegue esta frase e reformule-a de uma forma que tenha o mesmo significado, mas que aumente o poder de convencimento.",40,3
4979ins,Detecte se esta frase contém alguma ideia não totalmente expressa e forneça uma versão corrigida.,34,3
4980ins,Encontre a resposta para a seguinte pergunta muito fácil.,22,3
4981ins,"Crie uma senha combinando uma palavra aleatória, um caractere especial e um número.",33,3
4982ins,Encontre o sinônimo mais apropriado para a seguinte palavra.,24,3
4983ins,Crie uma frase de abertura para abordar um cliente em potencial.,22,3
4984ins,Reescreva a frase a seguir para destacar a unidade de medida.,23,3
4985ins,Identifique e corrija o erro de concordância entre sujeito e verbo na frase.,28,3
4986ins,Crie uma história fácil de lembrar com a qual o público possa se identificar.,31,3
4987ins,Gere uma lista de etapas para iniciar um novo negócio.,22,3
4988ins,Escreva uma redação convencente sobre por que todos deveriam ter uma dieta baseada em vegetais.,32,3
4989ins,Crie uma lista de dicas para um estilo de vida saudável.,21,3
4990ins,Descreva o conceito de inteligência artificial (IA) em duas frases.,22,3
4991ins,Crie uma frase curta que seria uma frase de efeito marcante para uma empresa.,29,3
4992ins,Crie uma lista de maneiras de promover a criatividade no local de trabalho.,27,3
4993ins,Gere automaticamente uma história com base na seguinte premissa e contexto.,24,3
4994ins,Gere um objeto JSON válido para os seguintes dados expressos em linguagem natural.,26,3
4995ins,Crie uma música usando o seguinte contexto e melodia.,22,3
4996ins,Gere automaticamente um design com a seguinte descrição e paleta de cores.,23,3
4997ins,Gere automaticamente um logotipo com base no seguinte nome comercial e diretrizes de design.,29,3
4998ins,Gere uma página HTML válida com o seguinte conteúdo.,24,3
4999ins,Gere uma lista de 10 números naturais entre dois números dados.,26,3
5000ins,Gere um tabuleiro de xadrez com o tamanho fornecido e com peças nas posições especificadas.,35,2
5001ins,Encontre uma palavra na frase que seja usada como substantivo.,21,3
5002ins,Escreva pseudocódigo para um algoritmo Merge Sort.,17,3
5003ins,Forneça uma evidência explicando por que o código a seguir está incorreto.,29,3
5004ins,Compare e contraste Programação Orientada a Objetos e Programação Funcional.,23,3
5005ins,Escreva um tweet explicando por que Python é uma linguagem de programação popular.,24,3
5006ins,Reescreva a seguinte declaração usando inglês formal.,21,3
5007ins,Encontre e explique a falácia no argumento a seguir.,18,3
5008ins,Explique a diferença entre descida de gradiente e algoritmos genéticos.,24,3
5009ins,Forneça informações para completar a frase a seguir.,20,3
5010ins,Escreva um conjunto de instruções para um jogo de pedra-papel-tesoura.,30,3
5011ins,Descreva uma casa na qual você adoraria morar.,17,3
5012ins,Componha uma história de 200 palavras.,14,3
5013ins,Melhore este poema de 20 linhas.,11,3
5014ins,Escreva um artigo de 300 palavras sobre a importância do autocuidado.,24,3
5015ins,Classifique essas palavras em ordem alfabética.,16,3
5016ins,Identifique a relação entre as palavras.,15,3
5017ins,"Para o problema em questão, você consegue encontrar uma solução?",24,3
5018ins,Cite 3 produtos frequentemente utilizados na limpeza de utensílios.,23,3
5019ins,Cite um prato francês que você goste.,15,3
5020ins,Componha um poema com um tema fornecido,13,3
5021ins,Descreva uma característica única do produto em questão.,21,3
5022ins,Gere uma hipótese para o tópico de pesquisa fornecido.,22,3
5023ins,"Para o tópico fornecido, forneça uma definição.",21,3
5024ins,Dê um exemplo de uma tarefa que pode ser automatizada usando IA.,23,3
5025ins,"Para o produto em questão, identifique o recurso mais vendido.",21,3
5026ins,"Dado o design, crie um nome de produto",13,3
5027ins,Adicione cinco itens à seguinte lista de compras.,19,3
5028ins,Conte-me sobre a história do Sistema de Parques Nacionais dos EUA.,24,3
5029ins,Descreva o propósito da cena de abertura de O Poderoso Chefão.,23,3
5030ins,Expresse esse sentimento de forma mais positiva.,15,3
5031ins,Crie uma história criativa que envolva um dragão.,19,3
5032ins,Construa uma metáfora que expresse a sensação de alegria.,23,3
5033ins,Quais são as três vantagens de usar um modelo de linguagem GPT?,25,3
5034ins,Liste dois problemas potenciais com o uso de um modelo de linguagem GPT.,24,3
5035ins,Modifique o trecho de código fornecido para que ele imprima 'Hello World'.,24,3
5036ins,Insira dois conjuntos e determine se eles são disjuntos ou não.,23,3
5037ins,"Construa uma frase simples que contenha as seguintes palavras: item, varejo.",28,3
5038ins,Adicione um final apropriado à história fornecida.,17,3
5039ins,"Dado um conjunto de ingredientes, crie uma receita que produza uma guloseima saborosa.",28,3
5040ins,"Dada a seguinte equação, calcule 'y'.",17,3
5041ins,"Dada uma sequência de caracteres, inverta as letras.",21,3
5042ins,"Dados dois conjuntos, encontre a união dos dois conjuntos.",22,3
5043ins,Insira uma lista de strings e gere todas as permutações possíveis das strings.,29,3
5044ins,Transforme esta frase em uma pergunta.,13,3
5045ins,Reescreva esta frase para torná-la mais gramaticalmente correta.,23,3
5046ins,Coloque uma vírgula no local correto da frase.,18,3
5047ins,Crie uma lista com 8 benefícios de uma alimentação saudável.,25,3
5048ins,Desenvolva uma conversa entre duas pessoas sobre o romance que estão lendo.,26,3
5049ins,Determine a causa do problema descrito na frase a seguir.,19,3
5050ins,Calcule o custo final da compra.,10,3
5051ins,Descreva as etapas para enviar um pacote.,15,3
5052ins,Identifique as possíveis soluções para o problema.,19,3
5053ins,Diga o nome do tipo de erva.,12,3
5054ins,Deduza o significado da afirmação.,13,3
5055ins,Analise a implicação da política.,14,3
5056ins,Compile uma lista de algumas empresas semelhantes.,19,3
5057ins,Construa um argumento válido.,11,3
5058ins,Qual é a idade média das pessoas que vivem no Reino Unido?,25,3
5059ins,Dê uma frase que descreva esta situação.,17,3
5060ins,Que tipo de documento é esse?,10,3
5061ins,Encurte esta frase sem perder seu significado original.,16,3
5062ins,Explique o significado deste provérbio em duas frases.,17,3
5063ins,Identifique o tom do autor nesta passagem.,14,3
5064ins,Pense em um sinônimo de uma palavra para essa frase.,20,3
5065ins,Resuma este artigo em 3 frases.,10,3
5066ins,Modifique esta frase para destacar.,12,3
5067ins,Reescreva a frase dada no modo imperativo.,16,3
5068ins,Adicione uma comparação à frase fornecida para aumentar sua clareza.,25,3
5069ins,Crie uma analogia comparando os dois termos fornecidos.,18,3
5070ins,"Explique por que a seguinte frase está incorreta: \""Your was late\"".",23,3
5071ins,Descreva a emoção predominante no texto fornecido,16,3
5072ins,Analise o texto fornecido e descubra a ideia principal.,18,3
5073ins,Simule uma conversa entre duas pessoas sobre o texto fornecido.,23,3
5135ins,Escreva um exemplo de tweet com base na palavra-chave,17,3
5451ins,"Preencha a lacuna usando o tempo verbal correto: \""I have been _______ running every morning\"".",26,3
5494ins,"Você consegue pensar em um trocadilho relacionado à palavra \""tingle\""?",27,3
5836ins,"Dada a descrição de um problema, sugira uma possível solução.",25,3
6011ins,Crie uma piada engraçada para a seguinte configuração,20,3
6012ins,Nomeie o elemento atômico com o seguinte número atômico,24,3
6013ins,Escolha o verbo correto para a seguinte frase,17,3
6014ins,Gere um resultado possível da seguinte equação,17,3
6015ins,Explique o contexto histórico do seguinte evento,16,3
6016ins,Identifique quaisquer erros de digitação nesta frase.,18,3
6017ins,Imagine que você está caminhando em uma floresta e descreva o cenário.,26,3
6018ins,Determine qual das seguintes afirmações é falsa.,21,3
6019ins,Crie uma frase usando figuras de linguagem.,15,3
6020ins,Liste como a frase fornecida deve ser parafraseada.,18,3
6021ins,Adivinhe que tipo de linguagem figurativa está sendo usada nesta frase.,25,3
6022ins,Descreva um laptop em uma única frase.,15,3
6023ins,Complete o parágrafo preenchendo os espaços reservados com os dados apropriados.,27,3
6024ins,"Para as seguintes entradas, preveja a saída - abrir ou fechar",25,3
6025ins,"Para o nome da empresa fornecida, encontre o preço atual das ações",29,3
6026ins,Gere uma frase de 3 palavras que resuma o seguinte texto,21,3
6027ins,Explique como funciona um item doméstico comum,14,3
6028ins,Encontre a frase mais semelhante,12,3
6029ins,Reescreva a frase usando um verbo ou frase diferente,20,3
6030ins,"Dadas as duas frases a seguir, combine-as em uma usando a palavra \""considerando\""",28,3
6031ins,Descreva um personagem de uma história.,14,3
6032ins,"Dadas algumas palavras, complete a rima.",15,3
6033ins,Descreva como um objeto comum do cotidiano é usado.,19,3
6034ins,"Dado um trecho de texto, determine a principal emoção retratada.",20,3
6035ins,Explique um conceito complexo em termos simples.,13,3
6036ins,"Dado um parágrafo, remova os adjetivos.",16,3
6037ins,Determine se uma determinada frase está escrita no modo imperativo ou interrogativo.,27,3
6038ins,"Dada uma lista de verbos, forme o pretérito para cada um.",21,3
6039ins,"Dadas duas frases, determine qual delas é uma comparação falha.",21,3
6040ins,Crie um trocadilho usando uma palavra específica.,21,3
6041ins,Diga-me que tipo de animal é esse.,13,3
6042ins,Identifique uma estratégia para melhorar o atendimento ao cliente.,24,3
6043ins,Crie uma resposta criativa que incentive o cliente a prosseguir com a compra.,25,3
6044ins,Crie um esboço de personagem para um animador em poucas frases.,22,3
6045ins,Explique o impacto da fast fashion no meio ambiente.,14,3
6046ins,Avalie o argumento fornecido.,10,3
6047ins,Cite 4 ingredientes essenciais necessários para fazer pão de banana.,20,3
6048ins,Identifique 2 exemplos de tipos de subsídios agrícolas.,20,3
6049ins,Quais são os principais elementos de uma publicação forte nas redes sociais?,24,3
6050ins,Explique o conceito de renda básica universal,12,3
6051ins,Calcule o valor presente líquido das seguintes informações,23,3
6052ins,Precisamos mostrar o anúncio de um produto específico no site. Crie o melhor título para o anúncio.,40,3
6053ins,Escolha o melhor resumo do contexto fornecido entre os dois resumos fornecidos.,27,3
6054ins,Crie uma história fictícia em 2 parágrafos sobre um mago que descobre uma caverna secreta.,33,3
6055ins,Sugira um nome de tag para o seguinte artigo.,17,3
6056ins,"Você precisa desenvolver um logotipo representativo para uma nova campanha chamada \""Salve Nossas Árvores\"".",41,3
6057ins,Escreva um poema que inclua as rimas fornecidas e um tema de paz mundial.,25,3
6058ins,"Depois de ler o artigo de notícias fornecido, mencione dois pontos principais que são destacados no artigo.",36,3
6059ins,Tópico para escrever sobre: \u200b\u200bComo fazer uma apresentação matadora,33,3
6060ins,Elabore uma publicação para mídia social que incentive as pessoas a economizar água.,31,3
6061ins,Analise o seguinte trecho de texto e explique por que ele seria considerado persuasivo.,27,3
6062ins,Cite dois itens que são quase impossíveis de encontrar nas lojas durante a pandemia.,29,3
6063ins,Explique as principais atividades dentro de um ciclo de vendas.,19,3
6064ins,Crie uma lista de cinco dicas de marketing para pequenas empresas.,23,3
6065ins,Descreva o impacto da inteligência artificial na privacidade pessoal.,22,3
6066ins,"Dada a receita a seguir, escreva as instruções passo a passo.",26,3
6067ins,Classifique o texto a seguir como um exemplo de ensaio persuasivo ou descritivo.,28,3
6068ins,Cite cinco plataformas de mídia social.,16,3
6069ins,Qual é a área de um triângulo com base 8 cm e altura 5 cm?,22,3
6070ins,Como você diferenciaria dois tipos de processadores de computador?,21,3
6071ins,Descreva três tipos de crimes cibernéticos.,17,3
6072ins,Gere um exemplo de caso de uso da tecnologia descrita na passagem.,24,3
6073ins,Escreva um artigo sobre as implicações dos robôs autônomos na sociedade.,28,3
6074ins,Como os impactos dos robôs autônomos poderiam ser minimizados?,21,3
6075ins,Crie cinco perguntas para fazer a um terapeuta assistido por robô.,23,3
6076ins,"Dada uma frase e um conjunto de substituições, edite a frase de acordo com as substituições fornecidas.",40,3
6077ins,Adicione pontuação apropriada à frase abaixo.,19,3
6078ins,Sugira duas outras atividades para fazer com esta atividade dada.,22,3
6079ins,Encontre a montanha mais alta da Europa.,14,3
6080ins,Cite três símbolos associados ao 4 de julho,18,3
6081ins,Categorize o seguinte item de roupa,12,3
6082ins,Produza o maior animal em terra,9,3
6083ins,Qual é a comida pela qual Nova York é famosa?,14,3
