ID,PT
17307ins,Reescreva esta frase em voz passiva: “João construiu o muro.”
17308ins,"Edite o texto a seguir para formar uma frase completa: “Descubra o que aconteceu ontem”,"
49100ins,"Dê uma definição para o termo \""mudança de paradigma\""."
49209ins,"Explique a seguinte declaração: \""O projeto foi cancelado devido a restrições orçamentárias\""."
49212ins,"Avalie a seguinte afirmação: \""Aprender IA é um processo caro\""."
49428ins,Crie uma frase alternativa que rime para o seguinte:\n\nO tempo voará
49543ins,"Realize uma análise de sentimento sobre esta afirmação: \""Ela estava infeliz com suas notas baixas nos testes.\"""
49547ins,"Analise a seguinte afirmação: \""O aborto deveria ser ilegal\""."
49548ins,Construa um argumento contra a seguinte afirmação: “Todos deveriam dormir oito horas todas as noites”
49553ins,"Descreva o conceito de \""capital social\""."
51402ins,"Crie uma frase que usa palavras com sons semelhantes, mas significados diferentes, para criar um efeito humorístico relacionado à palavra \""feliz\""."
51820ins,Descreva o significado da expressão idiomática “ser muito caro”.
10196out,"\""Como liberar seu potencial de escrita: dicas e truques simples para melhorar suas habilidades de escrita\"""
10199out,"\""Abrindo novas possibilidades: como a IA está revolucionando o setor financeiro\"""
34570ins,"Reescreva a frase \""Ela trabalhou duro\"" para implicar o contrário"
34573ins,"Qual é a diferença entre \""bullying no local de trabalho\"" e \""assédio\""?"
36628ins,Gere uma frase original que comece com “Caso eu tivesse a oportunidade”.
39560ins,"Crie um design de cartão de felicitações com \""Parabéns\"" escrito nele."
39568ins,"Crie um logotipo que transmita a ideia de \""uma pessoa que viaja muito pelo mundo.\"""
39877ins,Crie um exemplo de uma piada engraçada com a frase 'Toc-toc'.
39984ins,"Pense em uma figura de linguagem que compara dois elementos distintos sem o uso de conectivos comparativos para explicar o que significa \""prosperidade.\"""
39986ins,"Descreva em uma frase o que significa o termo \""visualização de dados\""."
41290ins,"Explique o significado da expressão \""em todos os lugares onde existe tristeza, existe também esperança\""."
43622ins,"Sintetize uma frase que inclua as palavras \""política\"", \""vantagem\"" e \""tecnologia\""."
44654ins,"Transforme esta frase: \""O gato sentou no tapete\"""
45151ins,"Qual palavra descreve melhor a definição de \""integridade\""?"
46510ins,"Realize uma análise de sentimento na frase: \""Eu tenho sentimentos negativos em relação ao meu trabalho\""."
46517ins,"Indique o erro na frase \""Myles comeu pizza ontem\""."
49573ins,"Considerando a entrada do usuário \""Estou me sentindo solitário\"", gere uma citação relacionada à solidão."
544ins,"Escreva uma definição para a palavra \""meandro\""."
551ins,"Reescreva a seguinte frase:\n\n\""O candidato é um indivíduo muito motivado\"""
8218ins,"Traduzir \""It is not raining\"" para o espanhol"
8220ins,"Reformule esta frase \""She goes to the store every day.\"""
8235ins,"Reordene as palavras para reformular a frase \""O programa teve muito sucesso\"""
10725ins,erro
11847ins,"Resumir um artigo intitulado \""Vantagens de ter um animal de estimação\"""
11850ins,"Reescreva a frase para que fique negativa: \""O oceano está calmo hoje\"""
11852ins,"Edite a frase a seguir para torná-la mais concisa: \""Aumentar a compreensão da leitura é um dos principais objetivos da educação em leitura\"""
11855ins,"Adicione a seguinte frase para completar a história: \""Ele tentou dar sentido a tudo isso.\"""
11865ins,Resuma o livro 'Romeu e Julieta'
11869ins,Crie um logotipo para um novo café chamado “The Perk”
11942ins,"Descreva o conceito por trás do \""efeito borboleta\""."
15932ins,"Escreva os sinônimos para \""abrupto\""."
15935ins,"Gere uma definição para a frase \""reação química\""."
15946ins,"Faça uma lista de 5 adjetivos para descrever a palavra \""céu\""."
15947ins,"Explique o significado da expressão idiomática \""Duas pessoas são necessárias para que a ação aconteça\""."
15972ins,"Escreva uma história curta de 100 palavras ou menos que inclua as palavras \""chuva\"" e \""guarda-chuva\""."
19706ins,"Escreva uma definição do termo \""o processo pelo qual organismos vivos com características mais adequadas ao seu ambiente sobrevivem e se reproduzem com mais sucesso\"""
19743ins,"Compare e contraste as duas frases: \""fortemente obstinado\"" e \""persistente\""."
27600ins,"Dada a string \""olá, como vai você?\"", remova a pontuação"
37118ins,"Resuma os pontos principais do livro \""Os Três Mosqueteiros\"" em 3 frases ou menos."
41767ins,"Resuma a definição de \\\""justiça criminal\\\""."
41769ins,"Descreva o fenômeno da \\\""miragem\\\""."
45329ins,"Sugira uma palavra alternativa para substituir \""hábil\""."
45348ins,"Escreva uma palavra que tenha o mesmo significado que \""ótimo\""."
9681inp,O <noinput>
42214inp,"função helloWorld() {\\nreturn 'Olá, Mundo!';\\n}"
6506out,"\""Blue-sky thinking\"" é uma expressão usada para se referir ao pensamento criativo e imaginativo que ignora ou vai além de restrições e considerações práticas para explorar conceitos e ideias radicais. Normalmente envolve olhar para um problema ou desafio de uma nova perspectiva com a intenção de chegar a uma solução inovadora."
8588out,"\""Uma nova perspectiva sobre o aprendizado de máquina: desbloqueando o potencial da inteligência artificial\"""
8591out,"\""História do aprendizado de máquina\"" OU \""História da IA\"" OU \""linha do tempo do aprendizado de máquina\"" OU \""evolução do aprendizado de máquina\"" OU \""história da IA\"" OU \""evolução da IA\""."
10279out,dec
13185out,"\\\""Nunca é tarde demais para ser o que você poderia ter sido.\\\"" - George Eliot"
24842out,Aba
43446out,/\\d+/
43457out,+---+\n/ \\\\\n| |\\n\\\\ /\\n+---+
49271out,43%
41560inp,https://www.cnn.com/
20440ins,"Traduza \\\""Il fait beau\\\"" para o inglês."
20443ins,"Parafraseie a seguinte frase: \\\""Não acredito em como o tempo passou muito rápido.\\\"""
51501ins,Faça uma lista de atividades para um encontro romântico.
35067out,"Eu me solidarizo com o movimento que defende que vidas negras importam porque vidas negras importam.  Precisamos usar nossas vozes, energia e recursos para apoiar os direitos e a dignidade de todos."
41210out,"Um exemplo de obra de literatura afro-americana é Beloved, de Toni Morrison. Ele conta a história da luta de uma mulher negra para superar seu passado traumático."
49277out,Esta substância contém sódio e cloreto.
49282out,"Um dos meus livros favoritos de ficção para jovens adultos é The Hate U Give, de Angie Thomas. Ele conta a história de uma jovem negra nos Estados Unidos lidando com raça, brutalidade policial, identidade e família. É um livro inteligente e que causa impacto, perfeito para adolescentes e adultos."
49287out,"John e Jane podem gostar de uma visita a um restaurante italiano local. Algumas opções populares na área incluem Buon Appetito e La Trattoria. Ambos os restaurantes têm deliciosos pratos de massa e extensas listas de vinhos. Eles também oferecem mesas ao ar livre, tornando-os uma escolha perfeita para uma noite romântica."
22650out,A gravidade é tão forte que distorce a estrutura do espaço-tempo e até mesmo a luz fica presa dentro de seus limites.
39228out,"Sua atração gravitacional é tão forte que a velocidade da luz não é suficiente para superar a força gravitacional, tornando-o completamente preto e invisível."
39783inp,"\""O serviço tem resultados de A e B\"""
47309inp,"\""Foi agradável trabalhar com você.\"""
18403out,"\""A tendência mais quente em tênis: melhore seu estilo!\"""
38336out,"Um antivírus é um tipo de software que verifica os arquivos e dados de um computador em busca de software malicioso (malware), como vírus de computador, worms, programas que se disfarçam de programas legítimos, spyware, ransomware e outros programas potencialmente prejudiciais. O antivírus então tenta colocar em quarentena ou excluir os arquivos infectados, bem como alertar o usuário sobre a ameaça."
39470out,"\""Seja confortável onde quer que esteja com o nosso Sistema de Casa Inteligente\"""
42886out,Tivemos umas férias curtas e exóticas.
