ID,PT
14782ins,"Traduza esta frase para o espanhol:\n\n\""Estou exausto depois de um longo dia.\"""
14846ins,"Traduza esta frase para o espanhol: \""Vamos jantar!\"""
14885ins,"Crie um logotipo para um restaurante chamado \""The Italian Kitchen\""."
14893ins,"Encontre o sinônimo mais adequado para \""incrível\""."
14894ins,"Explique a diferença entre os homófonos \""there\"" e \""their\""."
14897ins,"Defina o termo \""Internet das Coisas\""."
14917ins,"Atribua uma classificação de 1 a 5 estrelas ao seguinte produto: \""iPhone 11 Pro\""."
14920ins,"Categorize os seguintes livros com base no gênero: O Apanhador no Campo de Centeio, Harry Potter e a Pedra Filosofal."
14933ins,Crie uma história sobre um cientista usando a frase “o cientista louco”.
14945ins,"Escreva uma história usando as palavras \""galáxia\"" e \""jornada\""."
14950ins,"Encontre a definição de \""Filtragem Colaborativa\""."
14953ins,"Quais elementos e recursos literários foram usados \u200b\u200bno poema \""To a Skylark\""?"
14956ins,"Quem é o autor do livro \""Harry Potter e a Pedra Filosofal\""?"
14983ins,"Dada a frase \""Estou ficando em casa hoje\"", qual é o predicado?"
15158ins,"Procure \""The Verge\"" e forneça um resumo"
15161ins,"Crie uma resposta para a seguinte afirmação: \""O museu é superestimado\""."
15179ins,"Dada a string \""abcde\"", imprima seu inverso:"
15184ins,Escreva um código Python para imprimir a frase “Hello World”
15195ins,"Parafraseie a frase: \""Ela gosta de assistir televisão todas as noites\""."
15196ins,"Mude a frase do presente contínuo para o passado contínuo: \""Estou estudando para minha prova.\"""
15197ins,"Mude a frase do passado simples para o passado perfeito: \""Ela escreveu um artigo.\"""
15199ins,"Divida a frase em seus constituintes: \""Estou indo para a loja\""."
15200ins,"Converta a frase da voz passiva para a ativa: \""O aluno ganhou um laptop dos pais.\"""
15201ins,"Reescreva a frase no futuro perfeito: \""Ele escreverá um livro\""."
15287ins,"Reorganize as letras da seguinte palavra \""twilight\"" para formar outra palavra."
15382ins,"Dê-me uma crítica sobre o filme \""O Rei Leão\""."
15384ins,"Recupere a definição de \""networking\"" de uma fonte confiável."
15397ins,"Identifique uma palavra que rime para a palavra \""eyes\"". Produza a palavra."
15398ins,"Para o termo \""Desenvolvimento Web\"", identifique a definição. Produza a definição completa."
15405ins,"Crie um antônimo para a palavra \""Early\"". Produza o antônimo."
15437ins,"Escreva um novo final para esta frase: \""O céu estava pintado em tons brilhantes de laranja e rosa\""."
15439ins,"Reorganize esta frase para torná-la mais dinâmica: \""Eu sempre soube que conseguiria.\"""
15443ins,"Reescreva esta frase para torná-la mais impactante: \""Ela simplesmente foi embora.\"""
15457ins,"Edite a seguinte frase para maior clareza: “As pessoas recebem prêmios por concluir atividades que demonstram excelência”,"
15465ins,Gere uma crítica para o filme Um lugar silencioso.
15591ins,"Dê um sinônimo para a palavra \""pungente\""."
15652ins,"Escolha o sinônimo correto para \""imenso\""."
15656ins,"Identifique os substantivos na frase: \""O gato pulou da árvore\""."
15668ins,"Por favor, explique a frase \""jogar o jogo longo\""."
15702ins,"Encontre três sinônimos para \""energético\""."
15703ins,"Crie uma frase complexa usando as palavras \""maçã\"" e \""manteiga\""."
15707ins,"Crie um trocadilho usando a frase \""adulting\""."
15916ins,"Edite a seguinte frase: \""Eles estavam trabalhando duro\""."
15932ins,"Escreva os sinônimos para \""abrupto\""."
15935ins,"Gere uma definição para a frase \""reação química\""."
15946ins,"Faça uma lista de 5 adjetivos para descrever a palavra \""céu\"""
15947ins,"Explique o significado da expressão idiomática \""É preciso dois para dançar o tango\"""
15972ins,"Escreva uma história curta de 100 palavras ou menos que inclua as palavras \""chuva\"" e \""guarda-chuva\""."
16383ins,"Traduzir a frase \""beaucoup de travail\"" para o inglês"
16390ins,"Ilustre a frase \""sem saída\""."
16392ins,"Qual figura de linguagem é usada na frase \""O peixe estava cantando na banheira\""?"
16396ins,"Qual é o significado cultural por trás da expressão \""chove canivetes\""?"
16442ins,Resuma esta frase em uma palavra: Ela amava o jeito como ele sempre a fazia rir.
16443ins,Identifique o homófono nesta frase: The bee bee's in the tree.
16445ins,Encontre um exemplo de metáfora nesta frase: Minha vida é como um rio que flui inexoravelmente.
16446ins,Reescreva esta frase para torná-la mais formal: Ela se divertiu muito.
16499ins,"Crie um exemplo de frase usando a palavra \""fantástico\""."
16503ins,"Crie uma frase complexa usando as palavras \""escuridão\"" e \""energia\""."
16506ins,"Diga-me o que a palavra \""inculcar\"" significa nos termos mais simples possíveis."
16546ins,"Identifique o incidente incitante no romance \""O apanhador no campo de centeio\""."
16547ins,"Edite a frase a seguir para melhor gramática e clareza:\n\""Ele foi à loja\"""
16569ins,"Dada a frase a seguir, converta-a em uma pergunta."
16575ins,Identifique a locução verbal na frase a seguir e indique o seu tempo: Estávamos conversando há horas.
16579ins,"Produza algumas frases comumente usadas em inglês que estão associadas à palavra \""doce\""."
16644ins,Resuma a história do filme “The Shawshank Redemption”.
16690ins,"\""A rápida raposa marrom saltou sobre o cão preguiçoso.\"""
16726ins,Crie uma analogia de palavra para a palavra “ruim”
16732ins,Qual é o sinônimo da palavra “realização”?
17098ins,Escreva uma crítica do filme O Grande Hotel Budapeste.
17257ins,"Inverta a seguinte palavra: \""conta\"""
17289ins,"Edite a frase a seguir para que fique no passado simples: \""Hoje, vou à loja comprar ovos.\"""
17312ins,"Determine qual das duas palavras \""penchant\"" e \""predilection\"" tem um significado semelhante"
17313ins,"Explique a definição do termo \""heterocronia\"""
17320ins,"Gere um antônimo apropriado para a palavra \""feliz\""."
17327ins,"Crie alguns sinônimos para a palavra \""incrível\""."
17343ins,"Resuma o artigo \""Como o movimento Lixo Zero está ganhando força\""."
17344ins,"Descreva o conceito de \""Ficção especulativa\""."
17347ins,"Defina o termo \""linguística computacional\""."
17682ins,"Avalie a seguinte citação: \""É difícil falhar, mas é pior nunca ter tentado ter sucesso.\"""
17683ins,Edite a seguinte frase: Steve Jobs é conhecido por criar o iPod.
17689ins,Escreva uma resenha para o seguinte livro: Orgulho e Preconceito de Jane Austen
18019ins,"Explique o conceito de \""coeficiente de Gini\""."
18061ins,"Monte uma frase completa usando as palavras \""prodigioso\"", \""indelével\"" e \""simplicidade\""."
18067ins,"Procure a definição da frase latina \""lexicalis\"" e explique-a com suas próprias palavras."
19035ins,Resuma este artigo para mim
19263ins,"Traduza \""Ce sera chaud\"" para o inglês."
19267ins,"Identifique o hiperônimo de \""estado alterado\""."
19273ins,"Explique o conceito de \""livre arbítrio\"" em 2 a 3 frases"
19298ins,"Crie um poema de três versos com as palavras \""pássaros\"", \""escuridão\"" e \""luz\""."
19299ins,"Identifique o tipo de conjugação usada na frase \""Ele abriu a porta\""."
19300ins,Reorganize esta frase na voz passiva: “Ela comprou um carro novo.”
19302ins,"Forneça uma contribuição realista para esta instrução: \""Transcreva o que o cliente disse\""."
19303ins,"Classifique a seguinte frase como interrogativa, declarativa ou imperativa: \""Vamos\""."
19304ins,"Reescreva esta frase para torná-la mais concisa: \""Ele é uma pessoa muito preguiçosa e indiferente.\"""
19306ins,"Mude esta frase para o futuro: \""O bebê está dormindo\""."
19308ins,"Adicione um trocadilho à seguinte frase: \""Ele queria sempre ficar no centro das atenções.\"""
19378ins,"Que tipo de saída seria gerada quando a instrução \""Prever a temperatura amanhã\"" fosse dada a um modelo GPT?"
19380ins,"Traduza a seguinte frase do francês para o inglês: \""Je veux lire un livre.\"""
19382ins,"Classifique a seguinte frase como pertencente à Ficção ou Não Ficção: \""A União Soviética lançou o satélite Sputnik em outubro de 1957.\"""
19486ins,"Crie um dispositivo mnemônico para lembrar \""A educação é impossível de esquecer\"""
19488ins,Explique o significado da frase “para a lua e de volta”.
19489ins,Compartilhe a definição científica do termo “gravidade”.
19497ins,"O que significa a seguinte expressão idiomática: \""Quebre uma perna\""?"
19535ins,"Gere uma história com o título \""A Aventura do Shadowman\"""
19565ins,"Adicione mais dois sinônimos para \""criativo\""."
19609ins,"Resuma o seguinte artigo - \""O uso da medicina botânica no tratamento da depressão\"""
19613ins,"Resuma o seguinte artigo - \""Por que precisamos nos concentrar na igualdade de gênero na educação\"""
19622ins,"Dada a string \""racecar\"", determine se a string é um palíndromo."
19634ins,"Reescreva a frase a seguir usando a terceira condição: \""Eu teria ido para a universidade se tivesse dinheiro suficiente.\"""
19637ins,"Use \""função\"" para completar a seguinte frase: Um _____ é um bloco de código que executa uma tarefa específica."
19691ins,Edite a seguinte frase: O velho o barco
19693ins,"Explique o significado da expressão idiomática \""A Taste of Your Own Medicine\"""
19695ins,Edite a frase: “Eu não gosto de laranja”
19696ins,"Analise e explique a seguinte citação: “Terminar com alguém é como quebrar pernas. É lento, doloroso e ninguém gosta disso.”"
19706ins,"Escreva uma definição do termo \""seleção natural\"""
19743ins,"Compare e contraste as duas frases: \""fortemente obstinado\"" e \""persistente\""."
19748ins,"Reescreva a frase a seguir usando a expressão idiomática \""over the moon\""."
19854ins,Reescreva esta frase na voz passiva.
19930ins,Pegue esta frase e reescreva-a na voz ativa.
19942ins,Responda à seguinte pergunta: Qual é o limite máximo de velocidade no Arkansas?
19963ins,"Resuma o artigo \""É por isso que as mulheres estão optando por não ter filhos\"""
19991ins,"Escreva 7 palavras relacionadas à palavra \""festa\""."
20328ins,Categorize esta frase como descritiva ou analítica: “80% dos entrevistados disseram que usam transporte público”
20329ins,"Considerando esta frase, \""Engenharia de software é um campo desafiador\"", sugira uma pergunta complementar que poderia ser feita."
20331ins,"Reescreva esta frase usando uma linguagem formal: \""Ele estava positivo sobre isso\"""
20332ins,"Reescreva esta frase para que soe mais assertiva: \""Acho que é importante considerar isso\"""
20336ins,Traduzir esta frase para o francês: “Não entendo por que isso aconteceu
20465ins,"Representa matematicamente \""cortado ao meio\""."
20473ins,"Crie uma história sobre uma criatura mágica usando a frase \""as estrelas brilharam intensamente\""."
20474ins,"Esclareça o seguinte conceito: \""O Princípio do Menor Privilégio\""."
20478ins,"Classifique a seguinte frase como um exemplo de voz ativa ou passiva: \n\n\""O sol nasceu lentamente no leste\"""
20480ins,"Gere um poema com o título \""Campos de Lavanda\""."
20482ins,Identifique os principais temas do livro O Senhor das Moscas.
20496ins,Crie duas frases de exemplo que usem a palavra “frenético”.
20502ins,"Resuma os pontos principais do artigo \""Aproveitando o poder das mídias sociais\"""
20513ins,"Gere pelo menos duas frases de exemplo usando o verbo \""incite\""."
20514ins,"Identifique o tempo gramatical correto para a frase \""Ela é cantora\""."
20515ins,"Crie uma função, \""factorial_of()\"", que recebe um inteiro e retorna seu fatorial."
20527ins,Escreva uma breve crítica do seguinte filme: O Diabo Veste Prada
20529ins,"Classifique a seguinte afirmação como verdadeira ou falsa: \""A lua é maior que o sol\""."
20531ins,"Qual é o significado da frase \""em crise\""?"
20537ins,"Reescreva a seguinte frase: \""A consequência do fracasso foi a punição por não fazer o trabalho corretamente\"""
20539ins,"Analise a seguinte afirmação: \""Informação é poder\""."
20548ins,"Reformule a seguinte pergunta para que ela possa ser respondida com \""Sim\"" ou \""Não\"""
20550ins,"Crie uma nova frase usando as palavras \""furioso\"" e \""desatualizado\""."
20556ins,"Crie uma frase que comece com as palavras \""Quando se trata de\""."
20585ins,"Escreva uma consulta para obter o preço médio de compra da tabela \""pedidos\"""
20599ins,"Traduza a seguinte frase para o francês:\n\n\""Eu tenho três gatos.\"""
20620ins,"Dada a frase a seguir, crie uma expressão regular válida para corresponder a \""apple\"" ou \""Apple\""."
20621ins,"Substitua o \\\""XXX\\\"" na frase a seguir por uma frase significativa."
20628ins,"Resuma os principais acontecimentos do filme \""Titanic\""."
20632ins,"Corrija a seguinte frase: \""O urso corre pela floresta\"""
20635ins,"Edite a frase a seguir para torná-la mais formal: \""Estou muito ocupado hoje\"""
20661ins,"Edite esta frase: \""A cor do gato é roxo claro.\"""
20665ins,"Resuma este artigo em quatro frases: \""Os benefícios de comer alimentos orgânicos\"""
20666ins,"Crie uma manchete de notícia: \""Grupo de cientistas descobre nova espécie de sapo\"""
20691ins,"Quem escreveu o romance \""O Corvo\"" de Edgar Allen Poe?"
20759ins,"Gere um poema acróstico usando a palavra-chave \""alegria\""."
20761ins,"Adicione dois adjetivos para descrever a palavra \""beleza\"""
20762ins,"Pense em três palavras que comecem com a letra \""p\"""
20763ins,"Escreva um código de cinco linhas que imprima \""Eu amo programar!\"""
21040ins,Defina o termo “planejamento estratégico”.
21055ins,"Crie um trocadilho engraçado usando as palavras \""aluno\"" e \""teste\""."
21086ins,"Determine o contexto mais adequado para usar a frase \""on the cards\""."
21089ins,"Encontre a 3ª letra da palavra \""elefante\""."
21096ins,"A afirmação \""Os beija-flores são os animais mais rápidos\"" é verdadeira ou falsa?"
